claim_id,claim_date,sale_id,repair_status
CLAIM00543,2025-08-28,SALE000702,In Progress
CLAIM00544,2025-08-11,SALE012214,Completed
CLAIM00545,2025-08-31,SALE019895,In Progress
CLAIM00546,2025-08-18,SALE007716,In Progress
CLAIM00547,2024-07-27,SALE017200,Completed
CLAIM00548,2025-01-21,SALE019585,Replaced
CLAIM00549,2025-04-30,SALE005158,Completed
CLAIM00550,2025-08-13,SALE010168,Completed
CLAIM00551,2025-07-12,SALE019295,Completed
CLAIM00552,2025-01-03,SALE014262,Completed
CLAIM00553,2024-08-20,SALE019281,Completed
CLAIM00554,2024-11-15,SALE013116,Completed
CLAIM00555,2025-08-19,SALE012359,In Progress
CLAIM00556,2024-06-23,SALE001645,Completed
CLAIM00557,2025-03-28,SALE017916,In Progress
CLAIM00558,2025-01-03,SALE003779,Pending Parts
CLAIM00559,2024-08-20,SALE016840,Completed
CLAIM00560,2025-04-02,SALE015279,Pending Parts
CLAIM00561,2025-05-23,SALE010494,In Progress
CLAIM00562,2025-05-06,SALE016959,Pending Parts
CLAIM00563,2024-04-29,SALE018219,Completed
CLAIM00564,2025-08-03,SALE001187,Completed
CLAIM00565,2025-08-12,SALE009452,Completed
CLAIM00566,2023-12-09,SALE003539,In Progress
CLAIM00567,2025-08-27,SALE009475,Completed
CLAIM00568,2024-06-17,SALE000644,In Progress
CLAIM00569,2025-05-29,SALE006324,Completed
CLAIM00570,2025-05-05,SALE013731,Completed
CLAIM00571,2024-09-10,SALE007310,Completed
CLAIM00572,2023-12-24,SALE010021,Completed
CLAIM00573,2024-11-01,SALE017251,In Progress
CLAIM00574,2025-04-28,SALE014579,Completed
CLAIM00575,2024-07-13,SALE008523,Completed
CLAIM00576,2025-01-03,SALE010933,Completed
CLAIM00577,2024-03-14,SALE003451,Completed
CLAIM00578,2025-03-28,SALE019623,Completed
CLAIM00579,2025-04-16,SALE012791,Completed
CLAIM00580,2025-07-26,SALE003963,Completed
CLAIM00581,2024-07-09,SALE018474,Completed
CLAIM00582,2025-06-23,SALE007902,Completed
CLAIM00583,2025-01-15,SALE014752,Completed
CLAIM00584,2025-03-22,SALE001853,Completed
CLAIM00585,2024-11-12,SALE005398,Completed
CLAIM00586,2024-08-02,SALE005183,In Progress
CLAIM00587,2025-08-22,SALE006826,Completed
CLAIM00588,2025-07-22,SALE000722,Completed
CLAIM00589,2025-02-09,SALE009543,Completed
CLAIM00590,2025-02-06,SALE009644,Replaced
CLAIM00591,2024-08-22,SALE007060,Completed
CLAIM00592,2024-12-30,SALE002299,Pending Parts
CLAIM00593,2025-08-08,SALE005352,Completed
CLAIM00594,2025-05-28,SALE002778,Completed
CLAIM00595,2025-08-01,SALE006466,Completed
CLAIM00596,2025-07-03,SALE009001,Completed
CLAIM00597,2025-09-05,SALE010602,Completed
CLAIM00598,2025-06-04,SALE010826,Pending Parts
CLAIM00599,2025-08-16,SALE014403,Pending Parts
CLAIM00600,2025-06-06,SALE001002,Pending Parts
CLAIM00601,2025-02-12,SALE001341,Completed
CLAIM00602,2025-08-01,SALE015580,Completed
CLAIM00603,2025-07-15,SALE006080,Pending Parts
CLAIM00604,2025-07-07,SALE011228,In Progress
CLAIM00605,2025-04-21,SALE013143,Completed
CLAIM00606,2024-05-11,SALE012694,Completed
CLAIM00607,2024-07-16,SALE018253,In Progress
CLAIM00608,2025-04-14,SALE015897,Completed
CLAIM00609,2023-12-22,SALE004297,Pending Parts
CLAIM00610,2025-08-10,SALE008177,Completed
CLAIM00611,2025-07-10,SALE001881,In Progress
CLAIM00612,2024-11-12,SALE012504,Completed
CLAIM00613,2025-09-04,SALE006873,Replaced
CLAIM00614,2024-11-14,SALE013733,Completed
CLAIM00615,2025-09-04,SALE011419,Completed
CLAIM00616,2024-12-29,SALE014639,In Progress
CLAIM00617,2024-03-22,SALE019869,Completed
CLAIM00618,2025-08-12,SALE006491,Pending Parts
CLAIM00619,2024-09-22,SALE014486,Completed
CLAIM00620,2024-10-01,SALE019617,In Progress
CLAIM00621,2024-10-21,SALE012134,Completed
CLAIM00622,2024-09-05,SALE003577,Completed
CLAIM00623,2025-04-17,SALE001724,Completed
CLAIM00624,2025-02-25,SALE009333,Completed
CLAIM00625,2024-06-12,SALE003246,Completed
CLAIM00626,2025-07-23,SALE007738,Completed
CLAIM00627,2025-08-28,SALE013073,Pending Parts
CLAIM00628,2024-03-02,SALE015915,Pending Parts
CLAIM00629,2025-02-03,SALE014924,Completed
CLAIM00630,2025-08-05,SALE015836,Completed
CLAIM00631,2025-05-03,SALE012441,Pending Parts
CLAIM00632,2024-04-12,SALE015946,In Progress
CLAIM00633,2024-12-20,SALE011839,In Progress
CLAIM00634,2025-03-09,SALE019006,In Progress
CLAIM00635,2025-03-11,SALE006611,Completed
CLAIM00636,2024-12-19,SALE004215,In Progress
CLAIM00637,2024-05-02,SALE004346,Completed
CLAIM00638,2024-12-23,SALE008891,Completed
CLAIM00639,2025-01-08,SALE012552,Completed
CLAIM00640,2024-03-17,SALE015711,Completed
CLAIM00641,2025-08-30,SALE007148,Completed
CLAIM00642,2025-07-03,SALE015333,Completed
CLAIM00643,2025-04-06,SALE002608,Completed
CLAIM00644,2024-08-05,SALE019312,Completed
CLAIM00645,2025-02-17,SALE013818,Completed
CLAIM00646,2025-08-31,SALE015456,In Progress
CLAIM00647,2025-04-21,SALE010277,In Progress
CLAIM00648,2025-08-11,SALE010763,In Progress
CLAIM00649,2025-08-30,SALE019472,Completed
CLAIM00650,2024-12-09,SALE019092,Completed
CLAIM00651,2025-04-29,SALE003876,Completed
CLAIM00652,2025-08-28,SALE004332,Pending Parts
CLAIM00653,2025-04-02,SALE000987,In Progress
CLAIM00654,2024-10-23,SALE010019,In Progress
CLAIM00655,2024-12-19,SALE010961,Pending Parts
CLAIM00656,2024-04-22,SALE008650,Completed
CLAIM00657,2024-11-16,SALE000784,Completed
CLAIM00658,2024-11-18,SALE005349,Completed
CLAIM00659,2023-11-18,SALE017633,Pending Parts
CLAIM00660,2024-10-14,SALE009104,Completed
CLAIM00661,2025-08-27,SALE009770,Completed
CLAIM00662,2025-07-25,SALE006665,Completed
CLAIM00663,2023-12-11,SALE018345,Replaced
CLAIM00664,2025-09-04,SALE017313,Pending Parts
CLAIM00665,2025-04-05,SALE004531,Pending Parts
CLAIM00666,2025-05-22,SALE012356,Completed
CLAIM00667,2025-05-17,SALE019268,Completed
CLAIM00668,2025-04-11,SALE014644,Pending Parts
CLAIM00669,2025-01-09,SALE019780,Replaced
CLAIM00670,2025-08-01,SALE018725,Completed
CLAIM00671,2024-11-03,SALE009137,In Progress
CLAIM00672,2024-11-17,SALE003968,Pending Parts
CLAIM00673,2024-03-29,SALE007719,In Progress
CLAIM00674,2024-09-12,SALE012736,Completed
CLAIM00675,2025-03-23,SALE012678,In Progress
CLAIM00676,2025-07-06,SALE015955,Completed
CLAIM00677,2025-08-09,SALE008833,Completed
CLAIM00678,2025-08-02,SALE017889,Completed
CLAIM00679,2025-08-22,SALE017070,In Progress
CLAIM00680,2025-04-23,SALE013974,Completed
CLAIM00681,2025-01-30,SALE016588,Completed
CLAIM00682,2025-05-01,SALE019108,Completed
CLAIM00683,2024-06-25,SALE012808,Completed
CLAIM00684,2025-04-07,SALE000268,Completed
CLAIM00685,2025-07-05,SALE017019,Completed
CLAIM00686,2024-10-27,SALE015694,Completed
CLAIM00687,2025-08-13,SALE016981,In Progress
CLAIM00688,2025-07-23,SALE013890,In Progress
CLAIM00689,2024-11-06,SALE007601,Completed
CLAIM00690,2025-07-03,SALE018509,Completed
CLAIM00691,2024-08-19,SALE002580,Completed
CLAIM00692,2025-04-02,SALE009733,Replaced
CLAIM00693,2024-10-15,SALE004005,Completed
CLAIM00694,2025-06-06,SALE017670,Completed
CLAIM00695,2025-04-17,SALE007844,Replaced
CLAIM00696,2024-12-27,SALE010603,Replaced
CLAIM00697,2025-09-05,SALE019140,Completed
CLAIM00698,2025-09-03,SALE001251,Completed
CLAIM00699,2025-07-23,SALE009349,Pending Parts
CLAIM00700,2025-05-09,SALE001735,In Progress
CLAIM00701,2024-03-14,SALE009223,Pending Parts
CLAIM00702,2025-06-16,SALE009537,Completed
CLAIM00703,2024-04-23,SALE008534,In Progress
CLAIM00704,2024-07-15,SALE015286,Completed
CLAIM00705,2024-01-15,SALE019330,Completed
CLAIM00706,2025-01-01,SALE006104,Completed
CLAIM00707,2025-07-16,SALE015010,Pending Parts
CLAIM00708,2025-06-09,SALE001747,Completed
CLAIM00709,2025-05-26,SALE014836,Completed
CLAIM00710,2024-12-05,SALE004513,In Progress
CLAIM00711,2025-07-09,SALE011872,Completed
CLAIM00712,2025-04-04,SALE009836,In Progress
CLAIM00713,2024-09-19,SALE008936,Completed
CLAIM00714,2023-10-16,SALE011259,Completed
CLAIM00715,2024-02-11,SALE004934,In Progress
CLAIM00716,2025-08-18,SALE015743,Completed
CLAIM00717,2024-08-26,SALE018374,In Progress
CLAIM00718,2023-11-20,SALE013500,Completed
CLAIM00719,2025-07-09,SALE002089,Completed
CLAIM00720,2025-04-09,SALE001996,Completed
CLAIM00721,2024-06-03,SALE010947,Completed
CLAIM00722,2024-06-07,SALE008276,In Progress
CLAIM00723,2025-06-24,SALE015076,Completed
CLAIM00724,2025-01-02,SALE005345,Completed
CLAIM00725,2025-06-20,SALE018010,Completed
CLAIM00726,2024-11-22,SALE015574,Completed
CLAIM00727,2025-03-03,SALE009086,Completed
CLAIM00728,2025-06-14,SALE001797,Pending Parts
CLAIM00729,2024-05-16,SALE014955,In Progress
CLAIM00730,2024-08-04,SALE010408,Pending Parts
CLAIM00731,2025-01-23,SALE002962,Completed
CLAIM00732,2024-10-17,SALE008051,Completed
CLAIM00733,2024-10-12,SALE004061,Completed
CLAIM00734,2025-08-27,SALE019279,In Progress
CLAIM00735,2025-07-23,SALE012512,Pending Parts
CLAIM00736,2025-04-13,SALE000239,Completed
CLAIM00737,2024-11-25,SALE007840,Completed
CLAIM00738,2025-03-07,SALE014708,Completed
CLAIM00739,2024-03-20,SALE017896,Completed
CLAIM00740,2024-07-25,SALE005517,In Progress
CLAIM00741,2024-06-26,SALE018313,Completed
CLAIM00742,2025-08-06,SALE001016,Pending Parts
CLAIM00743,2025-08-20,SALE007484,Completed
CLAIM00744,2025-04-08,SALE010294,Completed
CLAIM00745,2025-09-04,SALE013563,Completed
CLAIM00746,2025-08-01,SALE017145,Completed
CLAIM00747,2024-04-28,SALE003774,In Progress
CLAIM00748,2024-05-12,SALE000610,Pending Parts
CLAIM00749,2025-08-16,SALE019338,Completed
CLAIM00750,2025-01-19,SALE012193,In Progress
CLAIM00751,2024-04-13,SALE019799,In Progress
CLAIM00752,2025-07-30,SALE016214,Completed
CLAIM00753,2025-06-21,SALE015739,Replaced
CLAIM00754,2024-11-30,SALE015043,In Progress
CLAIM00755,2025-01-23,SALE000014,Completed
CLAIM00756,2025-05-21,SALE015391,Completed
CLAIM00757,2025-08-18,SALE011739,Completed
CLAIM00758,2024-11-06,SALE000964,In Progress
CLAIM00759,2025-08-16,SALE003484,Completed
CLAIM00760,2025-08-14,SALE006272,Pending Parts
CLAIM00761,2024-02-23,SALE018866,In Progress
CLAIM00762,2024-12-30,SALE007062,Completed
CLAIM00763,2024-11-19,SALE005681,Completed
CLAIM00764,2024-03-23,SALE010562,Completed
CLAIM00765,2025-08-10,SALE012901,Completed
CLAIM00766,2024-10-27,SALE014807,In Progress
CLAIM00767,2024-04-22,SALE015668,Pending Parts
CLAIM00768,2025-07-24,SALE009978,Completed
CLAIM00769,2025-03-15,SALE012925,In Progress
CLAIM00770,2025-02-08,SALE008023,Completed
CLAIM00771,2024-07-19,SALE003015,Pending Parts
CLAIM00772,2025-04-23,SALE015703,Completed
CLAIM00773,2025-02-27,SALE015807,Completed
CLAIM00774,2024-02-07,SALE002198,Completed
CLAIM00775,2024-07-25,SALE017000,Completed
CLAIM00776,2024-08-08,SALE013214,Pending Parts
CLAIM00777,2024-10-01,SALE005941,Completed
CLAIM00778,2025-08-09,SALE013315,Completed
CLAIM00779,2025-06-23,SALE013317,Completed
CLAIM00780,2025-06-25,SALE014407,In Progress
CLAIM00781,2025-09-04,SALE017286,Replaced
CLAIM00782,2025-02-24,SALE013473,Completed
CLAIM00783,2025-05-09,SALE002294,In Progress
CLAIM00784,2024-02-22,SALE013231,Completed
CLAIM00785,2023-12-16,SALE007617,Pending Parts
CLAIM00786,2025-01-27,SALE007421,Completed
CLAIM00787,2024-09-05,SALE018407,Pending Parts
CLAIM00788,2025-06-16,SALE012856,Completed
CLAIM00789,2025-06-10,SALE006804,In Progress
CLAIM00790,2025-08-24,SALE017503,Completed
CLAIM00791,2025-08-01,SALE003912,Completed
CLAIM00792,2024-07-31,SALE007923,Pending Parts
CLAIM00793,2024-05-05,SALE000340,Completed
CLAIM00794,2025-07-24,SALE006485,Completed
CLAIM00795,2025-07-09,SALE004667,Completed
CLAIM00796,2025-07-09,SALE013438,In Progress
CLAIM00797,2025-03-29,SALE004255,Completed
CLAIM00798,2024-01-15,SALE009931,In Progress
CLAIM00799,2025-08-14,SALE016899,In Progress
CLAIM00800,2025-04-15,SALE013808,Completed
CLAIM00801,2024-11-08,SALE009934,Pending Parts
CLAIM00802,2025-07-04,SALE000893,In Progress
CLAIM00803,2025-06-13,SALE008286,Replaced
CLAIM00804,2025-08-09,SALE013186,In Progress
CLAIM00805,2024-05-24,SALE012993,Completed
CLAIM00806,2024-04-28,SALE012002,In Progress
CLAIM00807,2024-07-16,SALE009071,Completed
CLAIM00808,2024-09-06,SALE018581,Completed
CLAIM00809,2025-08-02,SALE015942,Pending Parts
CLAIM00810,2025-07-10,SALE014828,Completed
CLAIM00811,2025-08-16,SALE000994,Completed
CLAIM00812,2025-03-13,SALE010250,In Progress
CLAIM00813,2025-07-15,SALE007373,In Progress
CLAIM00814,2025-08-30,SALE012916,Completed
CLAIM00815,2024-12-20,SALE009731,Pending Parts
CLAIM00816,2024-12-27,SALE008816,Completed
CLAIM00817,2025-02-15,SALE008142,In Progress
CLAIM00818,2025-03-13,SALE008412,Completed
CLAIM00819,2024-11-20,SALE018454,Completed
CLAIM00820,2025-06-02,SALE011026,Pending Parts
CLAIM00821,2025-09-01,SALE009414,In Progress
CLAIM00822,2024-09-23,SALE003382,Completed
CLAIM00823,2024-06-14,SALE004324,Completed
CLAIM00824,2025-06-30,SALE003570,Completed
CLAIM00825,2024-09-30,SALE015240,Completed
CLAIM00826,2025-01-19,SALE012462,In Progress
CLAIM00827,2024-11-14,SALE005584,Completed
CLAIM00828,2025-05-24,SALE001586,Completed
CLAIM00829,2025-06-18,SALE017724,Replaced
CLAIM00830,2024-07-30,SALE001030,Pending Parts
CLAIM00831,2024-09-05,SALE002499,Completed
CLAIM00832,2025-06-01,SALE005788,Pending Parts
CLAIM00833,2024-09-25,SALE017402,Pending Parts
CLAIM00834,2024-07-23,SALE019391,In Progress
CLAIM00835,2024-12-22,SALE008345,Completed
CLAIM00836,2025-07-14,SALE016636,Pending Parts
CLAIM00837,2025-05-13,SALE005359,Completed
CLAIM00838,2025-04-15,SALE017454,Pending Parts
CLAIM00839,2025-06-26,SALE000300,In Progress
CLAIM00840,2025-01-08,SALE000773,Completed
CLAIM00841,2024-03-05,SALE005338,Completed
CLAIM00842,2025-08-15,SALE000616,Completed
CLAIM00843,2025-05-17,SALE011645,Completed
CLAIM00844,2024-10-05,SALE008065,In Progress
CLAIM00845,2024-06-07,SALE012627,Completed
CLAIM00846,2024-11-13,SALE010530,Completed
CLAIM00847,2024-08-12,SALE000849,Pending Parts
CLAIM00848,2025-07-16,SALE009465,Completed
CLAIM00849,2025-04-24,SALE011630,Pending Parts
CLAIM00850,2024-10-11,SALE013088,Completed
CLAIM00851,2025-08-03,SALE019835,Completed
CLAIM00852,2024-09-30,SALE013970,Completed
CLAIM00853,2024-01-25,SALE013723,Completed
CLAIM00854,2025-09-04,SALE001293,Completed
CLAIM00855,2025-08-15,SALE001257,In Progress
CLAIM00856,2025-04-06,SALE002610,Completed
CLAIM00857,2025-08-13,SALE005552,Replaced
CLAIM00858,2024-06-03,SALE007160,Completed
CLAIM00859,2025-08-28,SALE006166,Pending Parts
CLAIM00860,2025-07-14,SALE002932,Completed
CLAIM00861,2024-09-01,SALE010360,In Progress
CLAIM00862,2024-10-21,SALE004360,Replaced
CLAIM00863,2024-10-24,SALE009846,In Progress
CLAIM00864,2025-03-31,SALE000478,Completed
CLAIM00865,2025-08-24,SALE008926,Completed
CLAIM00866,2025-06-27,SALE004025,Completed
CLAIM00867,2025-07-23,SALE010265,Completed
CLAIM00868,2025-01-13,SALE014948,Completed
CLAIM00869,2025-03-30,SALE010717,Completed
CLAIM00870,2025-07-15,SALE016844,In Progress
CLAIM00871,2024-09-06,SALE008746,Completed
CLAIM00872,2024-03-27,SALE004765,Replaced
CLAIM00873,2025-07-08,SALE015145,Pending Parts
CLAIM00874,2024-09-22,SALE013866,Completed
CLAIM00875,2025-02-27,SALE016950,Pending Parts
CLAIM00876,2024-10-12,SALE013673,Completed
CLAIM00877,2024-03-27,SALE003054,Completed
CLAIM00878,2024-05-13,SALE005720,Completed
CLAIM00879,2025-09-01,SALE015741,Replaced
CLAIM00880,2025-08-27,SALE014715,Completed
CLAIM00881,2024-10-23,SALE018699,Replaced
CLAIM00882,2025-08-09,SALE006467,Replaced
CLAIM00883,2025-09-02,SALE007914,Pending Parts
CLAIM00884,2025-03-17,SALE007413,Completed
CLAIM00885,2024-04-30,SALE007833,Completed
CLAIM00886,2024-09-14,SALE010772,Completed
CLAIM00887,2025-07-24,SALE014284,Completed
CLAIM00888,2025-05-22,SALE010182,Completed
CLAIM00889,2024-09-21,SALE005069,In Progress
CLAIM00890,2025-01-28,SALE000653,Completed
CLAIM00891,2025-03-17,SALE019851,Pending Parts
CLAIM00892,2025-08-03,SALE018069,Completed
CLAIM00893,2024-08-06,SALE008774,Completed
CLAIM00894,2025-07-07,SALE008405,Completed
CLAIM00895,2025-02-18,SALE010502,Completed
CLAIM00896,2024-09-21,SALE014672,Completed
CLAIM00897,2025-08-14,SALE012903,Completed
CLAIM00898,2025-06-14,SALE012394,Completed
CLAIM00899,2024-01-23,SALE002752,Completed
CLAIM00900,2025-06-19,SALE013572,Completed
CLAIM00901,2025-08-17,SALE005743,In Progress
CLAIM00902,2024-09-28,SALE018851,Completed
CLAIM00903,2024-03-21,SALE011928,Completed
CLAIM00904,2024-09-12,SALE001739,In Progress
CLAIM00905,2024-12-19,SALE013580,Completed
CLAIM00906,2024-10-22,SALE009220,Completed
CLAIM00907,2024-03-15,SALE002141,In Progress
CLAIM00908,2025-01-29,SALE000456,In Progress
CLAIM00909,2025-08-20,SALE007006,Completed
CLAIM00910,2024-12-20,SALE002550,Pending Parts
CLAIM00911,2024-04-14,SALE017519,In Progress
CLAIM00912,2025-05-26,SALE010058,In Progress
CLAIM00913,2025-09-05,SALE002065,In Progress
CLAIM00914,2025-01-12,SALE015953,Completed
CLAIM00915,2024-11-08,SALE008052,In Progress
CLAIM00916,2024-02-15,SALE005918,Completed
CLAIM00917,2025-07-24,SALE013368,Completed
CLAIM00918,2025-02-25,SALE012079,In Progress
CLAIM00919,2024-07-22,SALE004606,Completed
CLAIM00920,2025-09-01,SALE006946,Completed
CLAIM00921,2025-08-29,SALE008377,In Progress
CLAIM00922,2025-07-31,SALE014026,In Progress
CLAIM00923,2025-08-13,SALE012107,Completed
CLAIM00924,2024-11-19,SALE011863,Completed
CLAIM00925,2025-03-20,SALE019300,Completed
CLAIM00926,2025-07-17,SALE014074,Completed
CLAIM00927,2025-05-28,SALE002083,Completed
CLAIM00928,2025-04-25,SALE004178,In Progress
CLAIM00929,2025-08-13,SALE002018,Completed
CLAIM00930,2025-04-09,SALE007222,Completed
CLAIM00931,2024-12-23,SALE017749,Completed
CLAIM00932,2025-07-16,SALE009190,Pending Parts
CLAIM00933,2025-06-14,SALE013480,Completed
CLAIM00934,2025-03-30,SALE014909,Pending Parts
CLAIM00935,2025-06-01,SALE005687,Completed
CLAIM00936,2024-07-18,SALE014274,Completed
CLAIM00937,2024-07-28,SALE008530,In Progress
CLAIM00938,2025-07-29,SALE009920,Completed
CLAIM00939,2025-04-26,SALE001698,Completed
CLAIM00940,2024-05-02,SALE002495,In Progress
CLAIM00941,2024-02-04,SALE016811,Completed
CLAIM00942,2025-06-30,SALE005666,Replaced
CLAIM00943,2024-06-15,SALE016717,Completed
CLAIM00944,2025-05-04,SALE003753,Pending Parts
CLAIM00945,2025-07-17,SALE009833,Pending Parts
CLAIM00946,2025-08-25,SALE006887,Completed
CLAIM00947,2024-06-01,SALE010943,Completed
CLAIM00948,2025-08-28,SALE006948,Completed
CLAIM00949,2024-07-22,SALE011130,Completed
CLAIM00950,2024-10-26,SALE008591,Completed
CLAIM00951,2025-01-25,SALE005904,Completed
CLAIM00952,2024-07-25,SALE011235,In Progress
CLAIM00953,2024-11-18,SALE014083,Completed
CLAIM00954,2024-10-29,SALE004109,Completed
CLAIM00955,2025-08-30,SALE017464,Completed
CLAIM00956,2024-12-28,SALE013856,In Progress
CLAIM00957,2024-04-12,SALE000077,Completed
CLAIM00958,2025-03-01,SALE016270,Completed
CLAIM00959,2024-10-28,SALE016751,In Progress
CLAIM00960,2024-05-29,SALE002775,Completed
CLAIM00961,2025-08-25,SALE008129,Completed
CLAIM00962,2025-05-24,SALE016607,Pending Parts
CLAIM00963,2025-04-10,SALE009298,In Progress
CLAIM00964,2025-05-01,SALE014897,Pending Parts
CLAIM00965,2024-05-23,SALE010915,Completed
CLAIM00966,2025-08-07,SALE002392,In Progress
CLAIM00967,2024-08-19,SALE008024,In Progress
CLAIM00968,2024-08-01,SALE008432,Completed
CLAIM00969,2024-04-06,SALE001422,Completed
CLAIM00970,2025-08-29,SALE015179,Completed
CLAIM00971,2025-08-31,SALE008953,Completed
CLAIM00972,2024-02-10,SALE002891,Completed
CLAIM00973,2024-12-13,SALE016482,Completed
CLAIM00974,2025-01-01,SALE010398,Completed
CLAIM00975,2024-08-06,SALE000605,Completed
CLAIM00976,2025-08-16,SALE012266,Completed
CLAIM00977,2025-01-13,SALE017554,Completed
CLAIM00978,2025-04-15,SALE004541,In Progress
CLAIM00979,2024-12-09,SALE019298,In Progress
CLAIM00980,2024-01-09,SALE019062,Pending Parts
CLAIM00981,2025-08-02,SALE011331,Completed
CLAIM00982,2025-07-19,SALE010331,Completed
CLAIM00983,2025-02-24,SALE008829,Completed
CLAIM00984,2025-05-21,SALE013687,Completed
CLAIM00985,2025-09-01,SALE011513,Completed
CLAIM00986,2024-10-22,SALE002559,Completed
CLAIM00987,2025-07-19,SALE004298,Completed
CLAIM00988,2024-03-03,SALE001949,Completed
CLAIM00989,2024-11-03,SALE013157,Pending Parts
CLAIM00990,2025-07-17,SALE000757,In Progress
CLAIM00991,2025-08-12,SALE014116,Completed
CLAIM00992,2023-12-23,SALE019938,Completed
CLAIM00993,2025-01-07,SALE003137,Completed
CLAIM00994,2024-03-27,SALE011429,Replaced
CLAIM00995,2024-03-15,SALE014888,Pending Parts
CLAIM00996,2025-05-30,SALE007161,Completed
CLAIM00997,2025-06-01,SALE014406,Completed
CLAIM00998,2025-06-02,SALE005097,Pending Parts
CLAIM00999,2025-08-02,SALE010755,Completed
CLAIM01000,2024-09-01,SALE007812,Replaced
CLAIM01001,2025-08-11,SALE000035,In Progress
